model,year,price,mileage,tax,mpg,engineSize,manual,automatic,fuelType,petrol,diesel,hybrid
E Class,2017,20498,32984,20,67.3,2,0,1,1,0,1,0
Aygo,2019,10350,2000,145,57.7,1,1,0,4,1,0,0
Focus,2018,19395,7506,145,67.3,2,1,0,1,0,1,0
RAV4,2018,25500,18861,135,55.4,2.5,0,1,2,0,0,1
V Class,2019,46499,999,145,36.7,2,0,1,1,0,1,0
Insignia,2018,16500,21020,145,49.6,2,0,1,1,0,1,0
Octavia,2019,14221,14634,145,61.4,1,0,1,4,1,0,0
Polo,2016,9300,29656,20,60.1,1.2,1,0,4,1,0,0
Zafira,2017,10491,24084,145,41.5,1.4,1,0,4,1,0,0
Octavia,2019,15995,4790,145,55.4,2,1,0,1,0,1,0
Aygo,2018,8901,9975,145,56.5,1,1,0,4,1,0,0
GLA Class,2019,23890,5751,145,64.2,2.1,0,1,1,0,1,0
RAV4,2016,18795,57000,20,55.4,2.5,0,1,2,0,0,1
3 Series,2018,19495,12849,145,64.2,2,0,1,1,0,1,0
Aygo,2017,6995,26270,145,68.9,1,1,0,4,1,0,0
Corsa,2018,8495,7822,150,55.4,1.4,1,0,4,1,0,0
Q5,2018,28450,21000,145,56.5,2,0,1,1,0,1,0
A1,2015,10198,36910,0,67.3,1,1,0,4,1,0,0
R8,2018,93950,3800,145,23,5.2,0,1,4,1,0,0
Q5,2015,18798,42180,200,47.9,2,1,0,1,0,1,0
I30,2020,27995,1622,150,34,2,1,0,4,1,0,0
Kona,2019,13970,7178,145,44.1,1,1,0,4,1,0,0
Yaris,2019,13790,4589,145,47.9,1.5,1,0,4,1,0,0
RAV4,2016,22990,25632,20,55.4,2.5,0,1,2,0,0,1
Aygo,2019,8995,9459,145,56.5,1,1,0,4,1,0,0
Yaris,2017,8995,34985,0,80.7,1.4,1,0,1,0,1,0
Polo,2017,12499,14134,145,60.1,1.2,0,1,4,1,0,0
Mokka X,2017,11298,16391,145,47.1,1.4,1,0,4,1,0,0
Fabia,2018,11795,3275,145,61.4,1,1,0,4,1,0,0
Corsa,2017,8494,19700,30,55.4,1.4,1,0,4,1,0,0
I10,2019,8645,8607,145,60.1,1,1,0,4,1,0,0
Crossland X,2019,14495,5609,145,47.1,1.2,1,0,4,1,0,0
Corsa,2016,6700,37152,30,55.4,1.4,1,0,4,1,0,0
Q2,2017,18500,11920,150,54.3,1.4,0,1,4,1,0,0
Octavia,2015,11795,32000,30,56.5,1.4,0,1,4,1,0,0
Focus,2016,14950,13820,200,41.5,2,1,0,4,1,0,0
A1,2015,13942,19516,30,58.9,1.4,1,0,4,1,0,0
EcoSport,2016,9282,18990,125,52.3,1,1,0,4,1,0,0
Aygo,2009,3470,44000,20,62.8,1,1,0,4,1,0,0
Insignia,2018,14220,36970,145,53.3,2,1,0,1,0,1,0
Fiesta,2018,12250,11350,145,58.9,1,1,0,4,1,0,0
5 Series,2019,27440,9131,145,62.8,2,0,1,1,0,1,0
A Class,2018,78995,8420,145,30.1,4,0,1,4,1,0,0
X1,2013,12680,32543,200,40.9,2,1,0,4,1,0,0
Kuga,2014,9990,46196,205,45.6,2,0,1,1,0,1,0
Polo,2019,15500,3548,150,52.3,1,1,0,4,1,0,0
Grandland X,2018,16499,10910,150,44.1,1.2,1,0,4,1,0,0
Q3,2018,23252,18865,145,47.9,1.4,0,1,4,1,0,0
Fabia,2018,7995,12640,145,57.7,1,1,0,4,1,0,0
Aygo,2019,10995,3,145,57.7,1,1,0,4,1,0,0
IX20,2017,8899,22880,145,50.4,1.4,1,0,4,1,0,0
I30,2013,7299,37367,30,64.2,1.6,1,0,1,0,1,0
C Class,2015,14698,39687,125,52.3,2,0,1,4,1,0,0
Polo,2016,9495,28404,0,83.1,1.4,1,0,1,0,1,0
Fabia,2018,9415,29100,145,70.6,1.4,1,0,1,0,1,0
Focus,2018,13489,3549,150,74.3,1.5,0,1,1,0,1,0
Kona,2019,15995,5000,145,44.1,1,1,0,4,1,0,0
A4,2018,17998,25922,145,50.4,1.4,1,0,4,1,0,0
A4,2016,16290,29760,30,64.2,2,1,0,1,0,1,0
Karoq,2019,18000,9898,145,62.8,1.6,1,0,1,0,1,0
Citigo,2013,3995,43000,20,62.8,1,1,0,4,1,0,0
Aygo,2016,6698,35950,0,69,1,1,0,4,1,0,0
Yeti Outdoor,2017,11690,49000,150,62.8,2,1,0,1,0,1,0
Focus,2017,8500,26546,20,61.4,1,1,0,4,1,0,0
B Class,2019,21690,13690,145,45.6,1.3,0,1,4,1,0,0
2 Series,2017,16798,23843,145,64.2,2,0,1,1,0,1,0
Golf,2019,25332,6601,145,37.7,2,1,0,4,1,0,0
C-MAX,2017,9899,26805,145,68.9,1.5,1,0,1,0,1,0
RAV4,2016,14498,23485,125,60.1,2,1,0,1,0,1,0
Q3,2016,19995,23205,145,55.4,2,0,1,1,0,1,0
4 Series,2018,22440,13673,145,48.7,2,0,1,4,1,0,0
A Class,2018,16552,14230,150,74.3,1.5,0,1,1,0,1,0
Yaris,2017,10999,9589,145,60.1,1.5,0,1,4,1,0,0
Fiesta,2018,10979,12760,145,65.7,1,1,0,4,1,0,0
GLA Class,2017,18991,23437,145,56.5,2.1,0,1,1,0,1,0
Corsa,2015,8995,36841,150,47.9,1.4,0,1,4,1,0,0
2 Series,2019,23950,2918,150,49.6,2,0,1,1,0,1,0
GLA Class,2017,18998,18847,150,50.4,1.6,0,1,4,1,0,0
Sharan,2016,20490,11110,145,54.3,2,0,1,1,0,1,0
C Class,2015,14295,42618,20,65.7,2.1,0,1,1,0,1,0
Polo,2017,12690,11485,145,60.1,1.2,0,1,4,1,0,0
Yaris,2018,9611,20560,145,58.9,1.5,1,0,4,1,0,0
5 Series,2017,22322,42295,145,60.1,2,0,1,1,0,1,0
Polo,2017,10890,17706,145,60.1,1.2,1,0,4,1,0,0
1 Series,2016,19498,33043,200,39.8,3,0,1,4,1,0,0
Focus,2019,16000,26672,145,60.1,1,1,0,4,1,0,0
GLC Class,2019,39825,6330,145,40.9,2,0,1,1,0,1,0
C Class,2019,36980,16,145,61.4,2,0,1,1,0,1,0
Crossland X,2019,12720,10710,145,44.8,1.2,1,0,4,1,0,0
GLE Class,2017,28498,30825,145,47.9,2.1,0,1,1,0,1,0
Kuga,2018,17950,19500,145,47.9,2,1,0,1,0,1,0
I30,2019,13910,10661,145,44.8,1,1,0,4,1,0,0
X1,2016,19495,38267,160,44.8,2,0,1,4,1,0,0
Tucson,2019,19199,3400,145,49.6,1.6,1,0,1,0,1,0
Polo,2017,11499,15243,150,58.9,1,1,0,4,1,0,0
A3,2018,19995,19000,150,49.6,2,1,0,4,1,0,0
Grandland X,2018,14600,21313,145,65.7,1.6,0,1,1,0,1,0
1 Series,2016,18866,20581,200,39.8,3,0,1,4,1,0,0
5 Series,2017,26980,24891,145,53.3,3,0,1,1,0,1,0
B Class,2010,3890,71000,240,40.9,1.5,0,1,4,1,0,0
Kodiaq,2017,19950,16241,150,44.8,1.4,0,1,4,1,0,0
Yaris,2017,11650,19736,0,86,1.5,0,1,2,0,0,1
X5,2016,32809,25898,205,47.1,3,0,1,1,0,1,0
X1,2016,17360,25710,30,65.7,2,0,1,1,0,1,0
Tucson,2018,13990,23401,150,44.8,1.6,1,0,4,1,0,0
Insignia,2016,9200,22014,125,53.3,1.4,1,0,4,1,0,0
RAV4,2019,33626,7191,135,49.6,2.5,0,1,2,0,0,1
C Class,2019,25390,7945,145,44.1,1.6,0,1,4,1,0,0
1 Series,2019,20980,6553,150,44.1,1.5,1,0,4,1,0,0
Scirocco,2017,16490,27597,145,58.9,2,0,1,1,0,1,0
Corsa,2019,10990,100,145,43.5,1.4,1,0,4,1,0,0
X4,2020,45990,7724,145,37.2,3,0,1,1,0,1,0
Prius,2020,25990,1459,135,62.8,1.8,0,1,2,0,0,1
Grandland X,2018,13850,26779,145,56.5,1.5,1,0,1,0,1,0
Yaris,2018,10990,17163,145,56.5,1.5,1,0,4,1,0,0
Aygo,2015,5995,26984,0,69,1,1,0,4,1,0,0
C Class,2019,31980,3986,145,61.4,2,0,1,1,0,1,0
E Class,2018,25495,18752,145,70.6,2,0,1,1,0,1,0
Yeti Outdoor,2016,11995,38810,125,51.4,1.2,0,1,4,1,0,0
3 Series,2013,10995,27000,30,61.4,2,1,0,1,0,1,0
Kodiaq,2019,24690,9034,150,42.2,2,0,1,1,0,1,0
Yeti Outdoor,2017,13995,32780,125,51.4,1.2,0,1,4,1,0,0
Aygo,2017,7000,19610,145,67,1,0,1,4,1,0,0
E Class,2017,16995,37798,145,72.4,2,0,1,1,0,1,0
E Class,2020,41400,770,145,33.7,2,0,1,4,1,0,0
S-MAX,2017,17299,31355,145,56.5,2,1,0,1,0,1,0
Octavia,2016,12498,18600,20,68.9,2,1,0,1,0,1,0
X1,2020,34995,1501,145,50.4,2,0,1,1,0,1,0
Polo,2016,8800,29379,20,60.1,1.2,1,0,4,1,0,0
Yaris,2017,14295,2441,135,67.3,1.5,0,1,2,0,0,1
C Class,2017,16490,17000,20,65.7,2.1,0,1,1,0,1,0
Tucson,2015,9750,39000,30,61.7,1.7,1,0,1,0,1,0
Mokka X,2018,14495,14000,145,43.5,1.4,0,1,4,1,0,0
Fiesta,2017,8880,8660,145,64.2,1.1,1,0,4,1,0,0
Q3,2014,13990,55735,160,49.6,2,1,0,1,0,1,0
Golf,2016,13790,32750,20,68.9,2,1,0,1,0,1,0
3 Series,2015,18498,27855,160,51.4,3,0,1,1,0,1,0
Mokka X,2019,13750,6728,145,37.2,1.4,0,1,4,1,0,0
I30,2017,9998,13692,145,56.5,1,1,0,4,1,0,0
3 Series,2014,13252,41692,30,62.8,2,0,1,1,0,1,0
C Class,2017,24735,22369,145,61.4,2.1,0,1,1,0,1,0
Fiesta,2018,13100,8419,145,62.8,1,1,0,4,1,0,0
Fiesta,2016,9995,50640,20,62.8,1,1,0,4,1,0,0
Up,2015,6765,47341,20,61.4,1,1,0,4,1,0,0
CL Class,2018,21936,3678,145,50.4,2.2,0,1,1,0,1,0
Golf,2014,9119,70065,20,68.9,2,1,0,1,0,1,0
Tucson,2018,15999,7723,145,57.6,1.7,0,1,1,0,1,0
A Class,2013,14990,26038,160,44.1,2,0,1,4,1,0,0
Q5,2016,18690,51756,205,47.1,2,0,1,1,0,1,0
A4,2017,21000,28870,150,53.3,3,0,1,1,0,1,0
Scirocco,2014,9975,70000,20,55.4,2,1,0,1,0,1,0
Golf,2014,9020,50680,20,68.9,2,1,0,1,0,1,0
Yaris,2017,9985,14230,30,55,1.3,1,0,4,1,0,0
C Class,2016,22991,9443,125,51.4,2,0,1,4,1,0,0
Mokka X,2019,16291,6054,150,37.2,1.4,0,1,4,1,0,0
Insignia,2016,8699,36770,20,72.4,1.6,1,0,1,0,1,0
GLC Class,2020,42495,3750,145,31.7,2,0,1,4,1,0,0
A Class,2014,11980,66690,20,64.2,2.1,0,1,1,0,1,0
Superb,2019,23990,2569,145,36.7,1.5,0,1,4,1,0,0
Kuga,2016,10999,34879,125,60.1,2,1,0,1,0,1,0
Octavia,2014,11995,49928,165,44.1,2,0,1,4,1,0,0
A1,2017,12495,25747,0,67.3,1,1,0,4,1,0,0
CL Class,2015,14550,30369,20,62.8,2.1,0,1,1,0,1,0
IX35,2014,8595,43440,145,53.3,1.7,1,0,1,0,1,0
GLC Class,2019,32390,9675,145,42.2,2.1,0,1,1,0,1,0
A6,2016,18440,54928,125,56.5,3,0,1,1,0,1,0
Polo,2012,5450,62432,125,51.4,1.2,1,0,4,1,0,0
Q3,2013,12695,40000,200,47.9,2,0,1,1,0,1,0
Golf,2014,8995,29072,125,53.3,1.4,1,0,4,1,0,0
Kodiaq,2019,31995,5642,145,42.2,2,0,1,1,0,1,0
C Class,2016,20365,21430,145,49.6,2,0,1,4,1,0,0
C-MAX,2018,9999,30375,145,68.9,1.5,1,0,1,0,1,0
Polo,2016,8698,31144,0,68.9,1,1,0,4,1,0,0
I10,2018,12499,8056,145,47.9,1.2,0,1,4,1,0,0
Polo,2014,5899,72125,125,51.4,1.2,1,0,4,1,0,0
X1,2017,22000,16500,145,44.8,2,0,1,4,1,0,0
A3,2017,18990,16000,145,65.7,2,1,0,1,0,1,0
Prius,2016,16498,55826,0,85.6,1.8,0,1,2,0,0,1
Astra,2018,8998,33500,150,52.3,1.4,1,0,4,1,0,0
Golf,2019,25990,6705,145,37.7,2,0,1,4,1,0,0
5 Series,2019,40000,1034,145,39.2,3,0,1,4,1,0,0
Kuga,2019,18000,12174,145,47.9,2,1,0,1,0,1,0
Corsa,2019,9481,8050,145,55.4,1.4,1,0,4,1,0,0
A Class,2019,28490,3826,145,53.3,1.3,0,1,4,1,0,0
4 Series,2017,20062,46674,145,55.4,3,0,1,1,0,1,0
1 Series,2016,15498,35340,30,65.7,2,0,1,1,0,1,0
I10,2017,7700,29299,145,57.7,1.2,1,0,4,1,0,0
C Class,2018,27698,10579,145,54.3,2,0,1,1,0,1,0
SL CLASS,2016,18498,33502,30,70.6,2.1,0,1,1,0,1,0
Q3,2019,29532,4300,145,47.1,2,0,1,1,0,1,0
I20,2020,13966,3500,145,47.9,1,1,0,4,1,0,0
Kuga,2019,18299,11119,145,38.2,2,1,0,1,0,1,0
I10,2015,5885,14566,20,60.1,1,1,0,4,1,0,0
C Class,2017,26790,4910,145,40.9,2,0,1,4,1,0,0
Auris,2013,5995,79304,145,49.6,1.6,1,0,4,1,0,0
C Class,2019,26000,5046,145,45.6,1.5,0,1,4,1,0,0
C Class,2020,34999,1500,145,46.3,1.5,0,1,4,1,0,0
Corsa,2017,7991,15913,145,55.4,1.4,1,0,4,1,0,0
Kuga,2013,8490,58885,205,47.9,2,1,0,1,0,1,0
Fiesta,2018,12250,9881,145,65.7,1,1,0,4,1,0,0
Auris,2015,12482,59222,0,76.4,1.8,0,1,2,0,0,1
X2,2019,28490,2949,145,61.4,2,0,1,1,0,1,0
C Class,2015,14490,49988,30,61.4,2.1,0,1,1,0,1,0
Astra,2016,7190,47641,0,65.7,1,1,0,4,1,0,0
A1,2017,15698,16434,145,70.6,1.4,1,0,4,1,0,0
A3,2014,10985,10534,30,56.5,1.2,0,1,4,1,0,0
E Class,2019,25780,14784,145,72.4,2,0,1,1,0,1,0
Superb,2017,17000,21530,145,64.2,2,1,0,1,0,1,0
Q2,2018,18491,16800,150,52.3,1.4,1,0,4,1,0,0
RAV4,2019,27570,15581,135,52.3,2.5,0,1,2,0,0,1
Yaris,2014,10499,25054,0,80.7,1.5,0,1,2,0,0,1
Zafira,2017,12417,7169,150,41.5,1.4,1,0,4,1,0,0
CLS Class,2016,21998,25313,160,51.4,3,0,1,1,0,1,0
Fiesta,2018,9690,21175,145,65.7,1,1,0,4,1,0,0
Astra,2016,9699,20541,125,51.4,1.4,1,0,4,1,0,0
GLC Class,2017,21950,57000,125,56.5,2.1,0,1,1,0,1,0
Astra,2019,13999,20,145,72.4,1.6,1,0,1,0,1,0
Touareg,2019,39999,9395,145,34,3,0,1,1,0,1,0
Fiesta,2019,16295,2409,145,58.9,1,1,0,4,1,0,0
Polo,2016,10250,27500,20,60.1,1.2,1,0,4,1,0,0
Golf,2016,14998,35349,20,67.3,2,1,0,1,0,1,0
TT,2013,9250,67691,145,53.3,2,1,0,1,0,1,0
Astra,2017,11300,11450,125,50.4,1.4,0,1,4,1,0,0
Tucson,2019,17697,15,145,34.9,1.6,1,0,4,1,0,0
X1,2015,11141,64865,165,52.3,2,0,1,1,0,1,0
Q3,2014,14500,35423,200,47.9,2,0,1,1,0,1,0
I20,2019,11780,1485,145,47.9,1,1,0,4,1,0,0
Superb,2017,18798,2692,145,43.5,2,0,1,4,1,0,0
B-MAX,2018,11300,7834,145,74.3,1.5,1,0,1,0,1,0
Golf,2019,17999,18,145,57.7,1.6,1,0,1,0,1,0
C Class,2018,22500,10514,145,46.3,1.5,0,1,4,1,0,0
Santa Fe,2019,33799,5473,145,39.2,2.2,0,1,1,0,1,0
Golf,2016,15399,25111,20,67.3,2,1,0,1,0,1,0
Polo,2019,14495,14040,150,52.3,1,1,0,4,1,0,0
X2,2019,23975,9872,145,61.4,2,0,1,1,0,1,0
I20,2016,7900,29981,30,58.9,1.2,1,0,4,1,0,0
Yaris,2015,9965,19500,0,86,1.5,0,1,2,0,0,1
Golf,2018,16000,3936,145,45.6,1.6,0,1,1,0,1,0
A8,2018,42000,9756,145,37.7,3,0,1,4,1,0,0
CL Class,2015,19498,20820,20,67.3,2.1,0,1,1,0,1,0
Corsa,2017,8200,13045,145,55.4,1.4,1,0,4,1,0,0
2 Series,2019,22000,2560,145,52.3,1.5,1,0,4,1,0,0
Tucson,2018,20900,15327,145,43.5,2,0,1,1,0,1,0
Fiesta,2017,9998,17227,145,65.7,1,1,0,4,1,0,0
Aygo,2020,10790,525,145,56.5,1,0,1,4,1,0,0
Fiesta,2013,7200,11010,0,65.7,1,1,0,4,1,0,0
CL Class,2016,19995,19849,125,58.9,2.1,0,1,1,0,1,0
X4,2019,35480,10755,145,42.8,2,0,1,1,0,1,0
Galaxy,2019,28450,4577,145,54.3,2,0,1,1,0,1,0
Aygo,2017,6390,33000,0,69,1,1,0,4,1,0,0
IX35,2012,7499,28446,200,41.5,1.6,1,0,4,1,0,0
A5,2018,32990,13453,150,36.7,3,0,1,4,1,0,0
RAV4,2017,16900,50732,20,57.6,2.5,0,1,2,0,0,1
Focus,2018,12999,11000,145,60.1,0,1,0,4,1,0,0
Mokka X,2017,11951,8533,145,47.1,1.4,1,0,4,1,0,0
Fiesta,2017,8500,13196,0,65.7,1,1,0,4,1,0,0
Citigo,2017,6990,13180,145,64.2,1,1,0,4,1,0,0
Up,2019,10600,2000,145,54.3,1,1,0,4,1,0,0
A1,2016,9499,29793,0,80.7,1.6,1,0,1,0,1,0
S-MAX,2017,15775,35939,145,52.3,2,0,1,1,0,1,0
I30,2018,13470,6726,145,68.9,1.6,0,1,1,0,1,0
Aygo,2019,9995,2127,145,57.7,1,1,0,4,1,0,0
RS6,2016,47490,51600,325,29.4,4,0,1,4,1,0,0
Tiguan,2018,19495,7160,145,46.3,1.4,1,0,4,1,0,0
Edge,2019,33591,1537,150,37.2,2,0,1,1,0,1,0
Q5,2018,34990,13500,145,40.4,2,0,1,4,1,0,0
A5,2017,29082,16495,145,36.7,3,0,1,4,1,0,0
SL CLASS,2017,21500,16000,145,47.1,2,0,1,4,1,0,0
A6,2020,42500,3000,145,37.7,3,0,1,1,0,1,0
Yeti Outdoor,2016,14995,13841,125,51.4,1.2,0,1,4,1,0,0
C Class,2016,20500,17410,30,61.4,2.1,0,1,1,0,1,0
Scala,2019,14995,1000,145,49.6,1,1,0,4,1,0,0
Kuga,2017,14147,30685,145,54.3,2,1,0,1,0,1,0
Polo,2007,2995,106000,200,40.9,1.4,0,1,4,1,0,0
A5,2019,34259,4587,145,37.2,2,1,0,4,1,0,0
Auris,2017,11890,19189,145,58.9,1.2,1,0,4,1,0,0
A Class,2019,19490,15221,145,68.9,1.5,0,1,1,0,1,0
X4,2019,40990,10,145,40.9,3,0,1,1,0,1,0
I20,2017,9990,24042,30,55.4,1.2,1,0,4,1,0,0
Polo,2016,9290,25999,20,60.1,1.2,1,0,4,1,0,0
5 Series,2020,26450,25,145,65.7,2,0,1,1,0,1,0
Corsa,2019,8420,8989,145,43.5,1.4,1,0,4,1,0,0
Corsa,2018,10495,7497,145,54.3,1.4,1,0,4,1,0,0
Zafira Tourer,2017,11000,17527,200,41.5,1.4,1,0,4,1,0,0
Crossland X,2019,13490,15500,145,44.8,1.2,0,1,4,1,0,0
Focus,2019,17999,4134,145,64.2,2,0,1,1,0,1,0
E Class,2019,26480,12677,145,72.4,2,0,1,1,0,1,0
Q3,2019,29491,1000,145,48.7,2,0,1,1,0,1,0
Yaris,2018,10993,7619,145,58.9,1.5,1,0,4,1,0,0
X5,2017,55990,10,145,47.1,3,0,1,1,0,1,0
Fiesta,2017,7489,29094,145,65.7,1,1,0,4,1,0,0
E Class,2017,20998,27671,145,72.4,2,0,1,1,0,1,0
I20,2018,8500,29516,145,55.4,1.2,1,0,4,1,0,0
A3,2016,17950,58000,20,70.6,1.6,1,0,1,0,1,0
Auris,2014,7290,51996,0,74.3,1.4,1,0,1,0,1,0
I30,2019,16495,12540,145,58.9,1.6,1,0,1,0,1,0
3 Series,2018,15620,19281,145,60.1,2,1,0,1,0,1,0
Mondeo,2014,5290,94000,20,65.7,1.6,1,0,1,0,1,0
Polo,2015,6995,57323,20,60.1,1.2,1,0,4,1,0,0
Yeti Outdoor,2017,14991,6245,150,51.4,1.2,0,1,4,1,0,0
Astra,2020,16598,10,150,54.3,1.2,1,0,4,1,0,0
Yaris,2017,10298,12090,145,58.9,1.5,1,0,4,1,0,0
Fiesta,2019,14000,10114,145,58.9,1,1,0,4,1,0,0
I30,2016,9498,17784,0,78.4,1.6,1,0,1,0,1,0
Fiesta,2020,15980,2489,150,55.4,1,1,0,4,1,0,0
IX20,2017,8900,26987,125,50.4,1.4,1,0,4,1,0,0
Fabia,2017,9919,10988,150,64.2,1,1,0,4,1,0,0
TT,2017,16998,40008,125,60.1,2,1,0,1,0,1,0
C-MAX,2018,13995,11000,145,68.9,1.5,1,0,1,0,1,0
A5,2016,18495,25000,125,57.6,2,1,0,1,0,1,0
Aygo,2017,6995,15048,145,68.9,1,1,0,4,1,0,0
Focus,2019,15360,10567,145,58.9,1,1,0,4,1,0,0
A Class,2017,18961,10351,150,68.9,2.1,0,1,1,0,1,0
Octavia,2018,17490,38025,145,55.4,2,0,1,1,0,1,0
Golf,2017,12750,21501,30,53.3,1.4,1,0,4,1,0,0
3 Series,2017,20030,44751,145,48.7,2,0,1,4,1,0,0
Corsa,2018,9995,9840,145,43.5,1.4,1,0,4,1,0,0
Yaris,2012,5495,37294,20,72.4,1.4,1,0,1,0,1,0
Mokka,2016,9500,22526,125,60.1,1.6,1,0,1,0,1,0
Fiesta,2007,1295,108475,160,45.6,1.4,1,0,4,1,0,0
C Class,2019,28896,5044,145,61.4,2,0,1,1,0,1,0
T-Cross,2020,23190,1691,150,45.6,1,0,1,4,1,0,0
Amarok,2019,32290,5000,260,33.6,3,0,1,1,0,1,0
Golf,2016,16998,23648,30,62.8,2,0,1,1,0,1,0
A1,2015,8874,74805,30,55.4,1.4,1,0,4,1,0,0
Ka+,2018,8000,4977,145,57.7,1.2,1,0,4,1,0,0
B Class,2017,13298,31705,150,68.9,1.5,1,0,1,0,1,0
A3,2018,18291,40125,145,56.5,1.5,0,1,4,1,0,0
I20,2016,6400,45770,20,60.1,1.2,1,0,4,1,0,0
I20,2019,11499,4264,145,47.9,1,1,0,4,1,0,0
C Class,2019,41870,7226,145,54.3,2,0,1,1,0,1,0
A6,2014,10917,80050,125,57.6,2,1,0,1,0,1,0
C Class,2018,20495,24158,145,60.1,2.1,0,1,1,0,1,0
Camry,2019,28495,4998,140,52.3,2.5,0,1,2,0,0,1
Insignia,2017,12583,27879,145,65.7,1.6,1,0,1,0,1,0
Octavia,2019,16150,6372,145,55.4,1.5,0,1,4,1,0,0
A Class,2019,22280,13284,145,56.5,2,0,1,1,0,1,0
A3,2017,13498,27155,150,60.1,1,1,0,4,1,0,0
Fiesta,2018,10491,5252,145,64.2,1.1,1,0,4,1,0,0
Kamiq,2019,16895,2678,145,49.6,1,1,0,4,1,0,0
Golf,2018,12590,27260,145,58.9,1,1,0,4,1,0,0
Astra,2016,6790,79703,0,76.3,1.6,1,0,1,0,1,0
Citigo,2018,8995,7468,145,67.3,1,1,0,4,1,0,0
Corsa,2015,5990,46913,30,55.4,1.4,1,0,4,1,0,0
Q3,2017,18995,17867,145,49.6,1.4,1,0,4,1,0,0
IX20,2015,8500,24610,205,43.6,1.6,0,1,4,1,0,0
E Class,2015,19132,45669,160,51.4,3,0,1,1,0,1,0
I40,2014,7498,46152,30,62.8,1.7,1,0,1,0,1,0
Sharan,2019,25450,5000,145,32.5,1.4,0,1,4,1,0,0
Mokka X,2019,13990,6431,145,39.2,1.4,1,0,4,1,0,0
Yaris,2019,14000,6821,150,47.9,1.5,0,1,4,1,0,0
Galaxy,2019,26500,5593,150,55.4,2,1,0,1,0,1,0
Octavia,2018,16100,14663,145,53.3,1.4,1,0,4,1,0,0
Aygo,2018,9440,13190,145,56.5,1,1,0,4,1,0,0
Santa Fe,2019,35490,17568,150,39.8,2.2,0,1,1,0,1,0
C-MAX,2018,12198,7993,145,49.6,1,1,0,4,1,0,0
Aygo,2017,8000,20617,0,68.9,1,1,0,4,1,0,0
E Class,2015,13532,71235,145,53.3,3,0,1,1,0,1,0
RAV4,2017,15793,25447,125,60.1,2,1,0,1,0,1,0
I10,2013,4795,35700,20,61.4,1.2,1,0,4,1,0,0
Polo,2017,10298,14093,145,60.1,1,1,0,4,1,0,0
Kamiq,2019,20995,4574,150,44.1,1.5,0,1,4,1,0,0
SL CLASS,2016,18698,35595,30,70.6,2.1,0,1,1,0,1,0
Fiesta,2018,9791,16922,145,65.7,1,1,0,4,1,0,0
Fiesta,2014,7995,9873,30,54.3,1.2,1,0,4,1,0,0
Ioniq,2019,16995,6918,135,78.5,1.6,0,1,2,0,0,1
Astra,2017,9700,16330,150,62.8,1,1,0,4,1,0,0
X1,2017,16514,60792,145,55.4,2,0,1,1,0,1,0
Golf,2019,16280,19415,145,45.6,1,0,1,4,1,0,0
Yaris,2017,9690,6000,145,58.9,1.5,1,0,4,1,0,0
TT,2016,15763,22883,160,46.3,1.8,1,0,4,1,0,0
Astra,2018,12692,18871,145,72.4,1.6,1,0,1,0,1,0
Viva,2017,6330,10876,145,61.4,1,1,0,4,1,0,0
A5,2016,16491,60920,165,53.3,2,1,0,1,0,1,0
Passat,2014,7875,75000,30,61.4,2,1,0,1,0,1,0
Superb,2019,24490,2000,145,36.7,1.5,0,1,4,1,0,0
Auris,2015,9495,32227,20,65.7,1.6,1,0,1,0,1,0
I20,2016,7750,27497,30,55.4,1.2,1,0,4,1,0,0
Fabia,2016,9990,29377,20,60.1,1.2,0,1,4,1,0,0
SLK,2016,17480,29726,30,70.6,2,0,1,1,0,1,0
S Class,2015,29995,17700,200,48.7,3,0,1,1,0,1,0
Yaris,2017,12795,24683,135,76.3,1.5,0,1,2,0,0,1
B-MAX,2017,10500,7743,145,55.4,1,1,0,4,1,0,0
Yeti Outdoor,2016,13495,14898,125,51.4,1.2,0,1,4,1,0,0
C-MAX,2017,9295,32133,20,68.9,1.5,1,0,1,0,1,0
Mondeo,2015,9999,44419,0,78.5,1.5,1,0,1,0,1,0
C-HR,2017,20491,9000,135,74.3,1.8,0,1,2,0,0,1
A4,2019,22288,5654,145,39.2,2,1,0,4,1,0,0
TT,2017,18290,56790,150,52.3,2,0,1,1,0,1,0
Kuga,2017,19995,24458,145,54.3,2,0,1,1,0,1,0
Tiguan,2019,31999,9463,145,42.8,2,1,0,1,0,1,0
Up,2017,6990,21827,150,60.1,1,1,0,4,1,0,0
Aygo,2015,7200,24619,0,69,1,1,0,4,1,0,0
Aygo,2017,6244,19287,150,69,1,1,0,4,1,0,0
I20,2015,7295,40000,125,51.4,1.4,1,0,4,1,0,0
8 Series,2019,59790,1600,145,33.2,3,0,1,4,1,0,0
Kona,2019,15495,10,145,44.1,1,1,0,4,1,0,0
Fiesta,2014,9995,37484,145,47.9,1.6,1,0,4,1,0,0
Tiguan,2017,18995,10910,160,49.6,2,0,1,1,0,1,0
Focus,2019,15920,4798,145,49.6,1,1,0,4,1,0,0
Verso,2008,3995,83000,260,36.7,1.8,1,0,4,1,0,0
Yeti Outdoor,2017,13495,30593,125,51.4,1.2,0,1,4,1,0,0
Fiesta,2014,8490,55000,150,47.9,1.6,1,0,4,1,0,0
Tucson,2017,16395,30865,150,57.7,1.7,0,1,1,0,1,0
